,SourceFile,ExifTool:ExifToolVersion,File:FileName,File:Directory,File:FileSize,File:FileModifyDate,File:FileAccessDate,File:FileInodeChangeDate,File:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,QuickTime:MajorBrand,QuickTime:MinorVersion,QuickTime:CompatibleBrands,QuickTime:MediaDataSize,QuickTime:MediaDataOffset,QuickTime:MovieHeaderVersion,QuickTime:CreateDate,QuickTime:ModifyDate,QuickTime:TimeScale,QuickTime:Duration,QuickTime:PreferredRate,QuickTime:PreferredVolume,QuickTime:PreviewTime,QuickTime:PreviewDuration,QuickTime:PosterTime,QuickTime:SelectionTime,QuickTime:SelectionDuration,QuickTime:CurrentTime,QuickTime:NextTrackID,QuickTime:TrackHeaderVersion,QuickTime:TrackCreateDate,QuickTime:TrackModifyDate,QuickTime:TrackID,QuickTime:TrackDuration,QuickTime:TrackLayer,QuickTime:TrackVolume,QuickTime:ImageWidth,QuickTime:ImageHeight,QuickTime:CleanApertureDimensions,QuickTime:ProductionApertureDimensions,QuickTime:EncodedPixelsDimensions,QuickTime:GraphicsMode,QuickTime:OpColor,QuickTime:CompressorID,QuickTime:SourceImageWidth,QuickTime:SourceImageHeight,QuickTime:XResolution,QuickTime:YResolution,QuickTime:CompressorName,QuickTime:BitDepth,QuickTime:VideoFrameRate,QuickTime:CameraIdentifier,QuickTime:FrameReadoutTime,QuickTime:MatrixStructure,QuickTime:MediaHeaderVersion,QuickTime:MediaCreateDate,QuickTime:MediaModifyDate,QuickTime:MediaTimeScale,QuickTime:MediaDuration,QuickTime:MediaLanguageCode,QuickTime:Balance,QuickTime:HandlerClass,QuickTime:HandlerVendorID,QuickTime:HandlerDescription,QuickTime:AudioFormat,QuickTime:AudioBitsPerSample,QuickTime:AudioSampleRate,QuickTime:LayoutFlags,QuickTime:AudioChannels,QuickTime:PurchaseFileFormat,QuickTime:HandlerType,Composite:ImageSize,Composite:Megapixels,Composite:AvgBitrate,Composite:Rotation,QuickTime:Artwork,File:ExifByteOrder,File:ImageWidth,File:ImageHeight,File:EncodingProcess,File:BitsPerSample,File:ColorComponents,File:YCbCrSubSampling,EXIF:Make,EXIF:Model,EXIF:Orientation,EXIF:XResolution,EXIF:YResolution,EXIF:ResolutionUnit,EXIF:Software,EXIF:ModifyDate,EXIF:YCbCrPositioning,EXIF:ExposureTime,EXIF:FNumber,EXIF:ExposureProgram,EXIF:ISO,EXIF:ExifVersion,EXIF:DateTimeOriginal,EXIF:CreateDate,EXIF:ComponentsConfiguration,EXIF:ShutterSpeedValue,EXIF:ApertureValue,EXIF:BrightnessValue,EXIF:MeteringMode,EXIF:Flash,EXIF:FocalLength,EXIF:FlashpixVersion,EXIF:ColorSpace,EXIF:ExifImageWidth,EXIF:ExifImageHeight,EXIF:SensingMethod,EXIF:CustomRendered,EXIF:ExposureMode,EXIF:WhiteBalance,EXIF:FocalLengthIn35mmFormat,EXIF:SceneCaptureType,EXIF:GPSLatitudeRef,EXIF:GPSLatitude,EXIF:GPSLongitudeRef,EXIF:GPSLongitude,EXIF:GPSAltitudeRef,EXIF:GPSAltitude,EXIF:GPSTimeStamp,EXIF:GPSImgDirectionRef,EXIF:GPSImgDirection,EXIF:Compression,EXIF:ThumbnailOffset,EXIF:ThumbnailLength,EXIF:ThumbnailImage,XMP:XMPToolkit,XMP:CropX,XMP:CropY,XMP:CropW,XMP:CropH,XMP:AffineA,XMP:AffineB,XMP:AffineC,XMP:AffineD,XMP:AffineX,XMP:AffineY,XMP:CropAngle,XMP:CropTop,XMP:CropBottom,XMP:CropLeft,XMP:CropRight,XMP:HasCrop,XMP:AlreadyApplied,Composite:Aperture,Composite:ScaleFactor35efl,Composite:ShutterSpeed,Composite:GPSAltitude,Composite:GPSLatitude,Composite:GPSLongitude,Composite:CircleOfConfusion,Composite:FOV,Composite:FocalLength35efl,Composite:GPSPosition,Composite:HyperfocalDistance,Composite:LightValue,EXIF:SubjectArea,File:CurrentIPTCDigest,EXIF:ImageUniqueID,EXIF:GPSVersionID,XMP:ModifyDate,XMP:Subject,IPTC:EnvelopeRecordVersion,IPTC:CodedCharacterSet,IPTC:ApplicationRecordVersion,IPTC:Keywords,Photoshop:IPTCDigest,XMP:RegionAppliedToDimensionsW,XMP:RegionAppliedToDimensionsH,XMP:RegionAppliedToDimensionsUnit,XMP:RegionType,XMP:RegionExtensionsTimeStamp,XMP:RegionExtensionsFaceID,XMP:RegionExtensionsConfidenceLevel,XMP:RegionExtensionsAngleInfoYaw,XMP:RegionExtensionsAngleInfoRoll,XMP:RegionAreaY,XMP:RegionAreaW,XMP:RegionAreaUnit,XMP:RegionAreaX,XMP:RegionAreaH,EXIF:UniqueCameraModel,EXIF:GPSDateStamp,XMP:CreatorTool,XMP:MetadataDate,XMP:Format,XMP:DocumentID,XMP:OriginalDocumentID,XMP:InstanceID,XMP:RawFileName,XMP:PhotographicSensitivity,XMP:HistoryAction,XMP:HistoryInstanceID,XMP:HistoryWhen,XMP:HistorySoftwareAgent,XMP:HistoryChanged,XMP:RegionRotation,Composite:GPSDateTime,XMP:HierarchicalSubject,XMP:CreateDate,XMP:DateCreated,IPTC:DateCreated,IPTC:TimeCreated,Composite:DateTimeCreated,XMP:RegionName,XMP:Curve0x,XMP:Curve0y,XMP:Curve1x,XMP:Curve1y,XMP:Curve2x,XMP:Curve2y,XMP:Curve3x,XMP:Curve3y,XMP:Curve4x,XMP:Curve4y,XMP:Shadows,XMP:Highlights,XMP:Vibrance,XMP:ToneCurve,XMP:ToneCurveName,XMP:FillLight,XMP:CropConstrainToWarp,EXIF:DigitalZoomRatio,JFIF:JFIFVersion,JFIF:ResolutionUnit,JFIF:XResolution,JFIF:YResolution,EXIF:Padding,XMP:About,ExifTool:Warning,EXIF:XPKeywords,XMP:Rating,XMP:LastKeywordXMP,EXIF:ImageDescription,QuickTime:Model-rus,QuickTime:SoftwareVersion-rus,QuickTime:ContentCreateDate-rus,QuickTime:GPSCoordinates-rus,QuickTime:Make-rus,QuickTime:Make-rus-RU,QuickTime:CreationDate-rus-RU,QuickTime:GPSCoordinates-rus-RU,QuickTime:Software-rus-RU,QuickTime:Model-rus-RU,QuickTime:Model,QuickTime:SoftwareVersion,QuickTime:ContentCreateDate,QuickTime:GPSCoordinates,QuickTime:Make,QuickTime:CreationDate,QuickTime:Software,Composite:GPSAltitudeRef,PNG:ImageWidth,PNG:ImageHeight,PNG:BitDepth,PNG:ColorType,PNG:Compression,PNG:Filter,PNG:Interlace,PNG:SRGBRendering,PNG:Gamma,PNG:PixelsPerUnitX,PNG:PixelsPerUnitY,PNG:PixelUnits,PNG:WhitePointX,PNG:WhitePointY,PNG:RedX,PNG:RedY,PNG:GreenX,PNG:GreenY,PNG:BlueX,PNG:BlueY
702,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0611.MOV,12.44,IMG_0611.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,57477356,2013:06:15 08:44:41+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],57462283.0,36.0,0.0,2013:06:15 07:44:14,2013:06:15 07:44:26,600.0,25.5133333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:44:14,2013:06:15 07:44:26,1.0,25.5133333333333,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9725741151887,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:44:14,2013:06:15 07:44:26,44100.0,25.5419501133787,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,18017962.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.557,55.8001,37.5839,,,,55.8001 37.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:44:14+04:00,55.8001 37.5839 168.557,Apple,Apple,2013:06:15 11:44:14+04:00,55.8001 37.5839 168.557,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:44:14+04:00,55.8001 37.5839 168.557,Apple,2013:06:15 11:44:14+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
703,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0247.MOV,12.44,IMG_0247.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,37822754,2013:03:10 13:35:36+01:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],37811247.0,36.0,0.0,2013:03:10 12:35:17,2013:03:10 12:35:29,600.0,17.5816666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:03:10 12:35:17,2013:03:10 12:35:29,1.0,17.5816666666667,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9744051568869,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:03:10 12:35:17,2013:03:10 12:35:29,44100.0,17.6239455782313,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17204852.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.892,59.3401,18.0982,,,,59.3401 18.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.2,2013:03:10 13:35:17+01:00,59.3401 18.0982 48.892,Apple,Apple,2013:03:10 13:35:17+01:00,59.3401 18.0982 48.892,6.1.2,iPhone 5,iPhone 5,6.1.2,2013:03:10 13:35:17+01:00,59.3401 18.0982 48.892,Apple,2013:03:10 13:35:17+01:00,6.1.2,0.0,,,,,,,,,,,,,,,,,,,,
704,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0613.MOV,12.44,IMG_0613.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,32899845,2013:06:15 08:45:47+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],32889281.0,36.0,0.0,2013:06:15 07:45:31,2013:06:15 07:45:43,600.0,15.205,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:45:31,2013:06:15 07:45:43,1.0,15.205,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9737072743208,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:45:31,2013:06:15 07:45:43,44100.0,15.2322902494331,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17304456.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.28,55.8,37.5844,,,,55.8 37.5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:45:31+04:00,55.8 37.5844 168.28,Apple,Apple,2013:06:15 11:45:31+04:00,55.8 37.5844 168.28,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:45:31+04:00,55.8 37.5844 168.28,Apple,2013:06:15 11:45:31+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
705,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0614.MOV,12.44,IMG_0614.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,27303343,2013:06:15 08:46:10+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],27293923.0,36.0,0.0,2013:06:15 07:45:56,2013:06:15 07:46:08,600.0,12.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:45:56,2013:06:15 07:46:08,1.0,12.25,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9714945025112,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:45:56,2013:06:15 07:46:08,44100.0,12.2833560090703,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17824603.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.805,55.8,37.5846,,,,55.8 37.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:45:56+04:00,55.8 37.5846 178.805,Apple,Apple,2013:06:15 11:45:56+04:00,55.8 37.5846 178.805,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:45:56+04:00,55.8 37.5846 178.805,Apple,2013:06:15 11:45:56+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
706,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0615.MOV,12.44,IMG_0615.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,84002174,2013:06:15 08:47:11+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],83981855.0,36.0,0.0,2013:06:15 07:46:31,2013:06:15 07:46:43,600.0,38.5016666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:46:31,2013:06:15 07:46:43,1.0,38.5016666666667,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9727520435967,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:46:31,2013:06:15 07:46:43,44100.0,38.5451247165533,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17450020.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.254,55.7999,37.5842,,,,55.7999 37.5842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:46:31+04:00,55.7999 37.5842 177.254,Apple,Apple,2013:06:15 11:46:31+04:00,55.7999 37.5842 177.254,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:46:31+04:00,55.7999 37.5842 177.254,Apple,2013:06:15 11:46:31+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
707,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0616.MOV,12.44,IMG_0616.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,39845708,2013:06:15 08:48:11+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],39833791.0,36.0,0.0,2013:06:15 07:47:51,2013:06:15 07:48:04,600.0,18.7016666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:47:51,2013:06:15 07:48:04,1.0,18.7016666666667,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.973285841496,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:47:51,2013:06:15 07:48:04,44100.0,18.7385034013605,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17039675.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.198,55.8001,37.5843,,,,55.8001 37.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:47:51+04:00,55.8001 37.5843 171.198,Apple,Apple,2013:06:15 11:47:51+04:00,55.8001 37.5843 171.198,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:47:51+04:00,55.8001 37.5843 171.198,Apple,2013:06:15 11:47:51+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
708,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0617.MOV,12.44,IMG_0617.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,28306171,2013:06:15 08:48:42+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],28296588.0,36.0,0.0,2013:06:15 07:48:28,2013:06:15 07:48:41,600.0,12.77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:48:28,2013:06:15 07:48:41,1.0,12.77,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9726098865267,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:48:28,2013:06:15 07:48:41,44100.0,12.7941950113379,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17726915.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.84,55.7998,37.5846,,,,55.7998 37.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:48:28+04:00,55.7998 37.5846 177.84,Apple,Apple,2013:06:15 11:48:28+04:00,55.7998 37.5846 177.84,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:48:28+04:00,55.7998 37.5846 177.84,Apple,2013:06:15 11:48:28+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
709,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0618.MOV,12.44,IMG_0618.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,19790358,2013:06:15 08:48:55+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],19782254.0,36.0,0.0,2013:06:15 07:48:45,2013:06:15 07:48:54,600.0,9.07166666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:48:45,2013:06:15 07:48:54,1.0,9.07166666666667,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9724517906336,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:48:45,2013:06:15 07:48:54,44100.0,9.10222222222222,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17445309.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.544,55.7998,37.5845,,,,55.7998 37.5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:48:45+04:00,55.7998 37.5845 176.544,Apple,Apple,2013:06:15 11:48:45+04:00,55.7998 37.5845 176.544,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:48:45+04:00,55.7998 37.5845 176.544,Apple,2013:06:15 11:48:45+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
710,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0619.MOV,12.44,IMG_0619.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,65033999,2013:06:15 08:50:36+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],65018336.0,36.0,0.0,2013:06:15 07:50:05,2013:06:15 07:50:17,600.0,29.81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:50:05,2013:06:15 07:50:17,1.0,29.81,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,24.4973190348525,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:50:05,2013:06:15 07:50:17,44100.0,29.837641723356,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17448732.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.996,55.8001,37.5844,,,,55.8001 37.5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:50:05+04:00,55.8001 37.5844 175.996,Apple,Apple,2013:06:15 11:50:05+04:00,55.8001 37.5844 175.996,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:50:05+04:00,55.8001 37.5844 175.996,Apple,2013:06:15 11:50:05+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
711,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0620.MOV,12.44,IMG_0620.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,33936481,2013:06:15 08:50:56+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],33925572.0,36.0,0.0,2013:06:15 07:50:38,2013:06:15 07:50:50,600.0,16.4366666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:50:38,2013:06:15 07:50:50,1.0,16.4366666666667,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9726416050258,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:50:38,2013:06:15 07:50:50,44100.0,16.462947845805,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,16512142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.081,55.7998,37.5846,,,,55.7998 37.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:50:38+04:00,55.7998 37.5846 172.081,Apple,Apple,2013:06:15 11:50:38+04:00,55.7998 37.5846 172.081,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:50:38+04:00,55.7998 37.5846 172.081,Apple,2013:06:15 11:50:38+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
712,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0621.MOV,12.44,IMG_0621.MOV,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,9866720,2013:06:15 08:51:12+02:00,2023:05:08 01:21:33+02:00,2023:05:08 01:21:33+02:00,100755,MOV,MOV,video/quicktime,qt  ,0.0.0,['qt  '],9860542.0,36.0,0.0,2013:06:15 07:51:06,2013:06:15 07:51:11,600.0,4.445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013:06:15 07:51:06,2013:06:15 07:51:11,1.0,4.445,0.0,0.0,1920.0,1080.0,1920 1080,1920 1080,1920 1080,64.0,32768 32768 32768,avc1,1920.0,1080.0,72.0,72.0,H.264,24.0,29.9776286353468,Back,0.029376,1 0 0 0 1 0 0 0 1,0.0,2013:06:15 07:51:06,2013:06:15 07:51:11,44100.0,4.48145124716553,und,0.0,dhlr,appl,Core Media Data Handler,mp4a,16.0,44100.0,100.0,1.0,mp4a,mdta,1920 1080,2.0736,17746757.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.345,55.8,37.5845,,,,55.8 37.5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPhone 5,6.1.4,2013:06:15 11:51:06+04:00,55.8 37.5845 173.345,Apple,Apple,2013:06:15 11:51:06+04:00,55.8 37.5845 173.345,6.1.4,iPhone 5,iPhone 5,6.1.4,2013:06:15 11:51:06+04:00,55.8 37.5845 173.345,Apple,2013:06:15 11:51:06+04:00,6.1.4,0.0,,,,,,,,,,,,,,,,,,,,
